Gender,Age,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
0,0,49.0,1,0,0,1,0,0,0,0,0,0,1,1,1,19.45,0.0,0.0,2236.36,3157.66,0
0,1,18.0,1,1,1,2,0,1,1,0,1,1,1,0,0,95.05,38.65,0.0,133.56,1774.31,0
0,0,72.0,1,1,1,0,1,1,0,1,0,1,1,2,0,71.45,0.0,0.0,2807.28,7833.13,0
0,1,37.0,1,1,1,2,0,0,0,1,1,1,1,0,0,95.25,0.0,0.0,59.2,3373.35,0
1,2,7.0,0,0,1,1,1,0,0,0,0,0,1,1,0,29.8,11.83,0.0,0.0,208.62,0
1,2,45.0,1,1,1,2,0,0,0,0,0,0,1,0,0,81.4,0.0,0.0,71.55,3847.4,0
1,1,19.0,1,0,1,1,0,0,0,0,0,0,1,0,0,45.0,22.55,0.0,560.88,1404.18,0
1,1,29.0,1,0,0,0,0,0,0,0,0,0,1,1,1,19.8,0.0,0.0,1337.48,1909.68,0
1,1,61.0,1,0,1,2,0,1,1,1,1,1,1,1,1,103.9,0.0,0.0,2627.88,9077.03,0
1,1,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,-8.0,0.0,0.0,135.72,335.47,0
0,0,38.0,1,1,1,2,0,1,1,1,1,1,0,0,0,103.65,0.0,140.0,910.1,5038.6,0
1,0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,45.05,0.0,0.0,48.03,93.08,1
0,1,15.0,0,0,1,1,1,1,1,0,0,0,1,1,1,45.9,16.27,0.0,0.0,677.18,0
1,0,71.0,1,1,1,2,1,1,1,1,1,1,1,2,0,108.05,0.0,0.0,3508.82,11040.97,1
1,1,52.0,1,0,1,2,1,0,0,1,0,0,1,0,0,84.1,0.0,0.0,1995.24,6343.89,1
0,1,2.0,1,0,0,0,0,0,0,0,0,0,1,0,2,20.65,0.0,0.0,49.42,88.12,1
1,2,24.0,1,0,1,0,0,1,0,1,1,1,1,0,0,93.15,0.0,0.0,386.4,2617.45,1
1,1,43.0,1,1,1,2,0,0,0,0,0,0,1,0,1,75.35,0.0,0.0,845.38,4006.78,0
1,0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,46.05,0.0,10.0,59.38,149.73,1
1,0,24.0,1,0,1,0,0,0,0,0,0,0,1,0,2,49.7,0.0,0.0,89.28,1307.53,0
1,2,41.0,1,1,1,2,0,1,0,1,1,0,1,0,0,99.8,8.88,0.0,924.96,5175.38,1
0,1,14.0,1,1,1,2,0,1,0,0,1,1,1,0,0,87.25,0.0,0.0,408.52,1667.12,1
0,1,64.0,1,0,1,1,0,1,1,0,1,1,1,2,1,68.3,0.0,0.0,1490.56,5869.36,0
1,1,72.0,1,0,0,0,0,0,0,0,0,0,1,2,1,19.4,0.0,0.0,3564.0,4927.25,0
0,0,27.0,1,0,1,0,0,0,1,0,0,0,1,0,2,56.15,0.0,0.0,35.37,1474.72,0
1,2,35.0,1,0,1,1,0,1,1,1,1,0,1,1,0,73.0,0.0,0.0,106.4,2577.65,0
0,2,1.0,1,0,1,2,0,0,0,0,0,0,1,0,0,68.65,0.0,0.0,12.4,81.05,1
1,2,43.0,1,0,1,2,0,0,0,1,1,1,1,0,2,89.55,0.0,0.0,1682.16,5538.91,1
0,2,53.0,1,1,1,2,0,0,0,1,1,0,1,1,1,95.85,18.85,0.0,1594.77,6592.17,0
0,1,17.0,1,1,1,1,0,1,0,0,0,0,1,1,2,55.85,0.0,0.0,413.27,1350.77,1
0,2,20.0,1,1,1,2,0,0,0,0,1,1,1,0,1,85.8,0.0,0.0,585.8,2313.3,1
1,1,6.0,1,0,0,1,0,0,0,0,0,0,1,1,1,19.15,0.0,0.0,63.24,187.64,0
0,1,61.0,1,1,1,1,1,1,1,1,1,1,1,2,0,89.65,0.0,0.0,1430.45,6739.15,0
0,2,4.0,1,1,1,0,0,1,0,1,0,0,1,0,0,89.2,0.0,0.0,193.4,539.6,1
1,0,1.0,1,0,1,2,0,0,0,0,1,1,1,0,0,80.5,0.0,0.0,35.77,116.27,1
0,1,68.0,1,1,1,2,0,0,1,0,0,0,1,1,0,83.65,46.99,0.0,1083.92,6770.33,0
1,1,1.0,1,0,1,2,0,0,0,0,1,1,1,0,0,79.25,0.0,0.0,19.98,99.23,1
0,1,2.0,1,1,1,2,0,1,0,0,0,0,1,0,1,80.6,0.0,0.0,10.64,166.44,1
0,1,45.0,1,1,1,2,0,0,0,1,0,0,1,0,1,89.3,44.63,0.0,635.4,4607.62,1
0,2,40.0,1,1,1,2,0,1,1,0,0,0,1,0,0,84.85,0.0,0.0,81.2,3384.25,1
0,1,34.0,1,0,1,2,0,1,1,1,1,1,1,0,0,105.1,0.0,0.0,95.88,3730.68,0
0,1,13.0,1,1,1,2,0,0,0,0,1,1,1,0,0,85.95,0.0,0.0,379.73,1595.38,0
0,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,20.25,0.0,0.0,10.71,30.96,1
0,1,35.0,0,0,1,1,0,0,1,1,0,0,1,1,1,40.9,0.0,0.0,0.0,1383.6,0
1,2,35.0,1,0,0,0,0,0,0,0,0,0,1,1,0,19.9,0.0,0.0,848.05,1514.05,0
1,2,72.0,1,1,1,2,1,1,0,0,1,0,1,2,1,102.65,0.0,0.0,2052.0,9602.3,0
0,0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.45,0.0,0.0,429.72,657.17,0
1,2,69.0,1,0,1,0,1,1,1,1,0,0,1,2,0,75.75,0.0,0.0,3058.77,8446.92,0
1,2,57.0,1,1,1,2,0,0,1,1,1,0,0,2,0,104.9,1.69,90.0,1830.84,7833.1,0
0,2,35.0,1,0,1,2,0,0,0,0,0,0,0,0,0,70.3,0.0,80.0,365.05,2861.6,1
1,1,69.0,1,1,1,1,1,1,1,1,1,1,1,2,0,86.9,0.0,0.0,1818.15,8012.25,0
0,1,63.0,1,1,1,2,0,1,0,1,1,1,0,1,0,107.5,0.0,60.0,121.59,7055.34,1
0,1,41.0,1,0,1,1,0,0,0,0,0,0,1,0,0,45.2,0.0,0.0,1596.54,3438.44,0
0,1,47.0,1,0,0,1,0,0,0,0,0,0,1,2,0,21.3,0.0,0.0,185.65,1227.45,0
1,1,72.0,1,1,1,2,1,1,1,1,1,1,1,1,0,117.8,0.0,0.0,2510.64,11195.44,1
0,0,59.0,1,1,1,1,1,1,1,0,1,1,1,1,1,79.85,0.0,0.0,114.46,4900.56,0
0,0,18.0,1,0,0,0,0,0,0,0,0,0,0,2,1,19.35,0.0,0.0,360.0,669.25,0
0,0,25.0,0,0,1,0,0,0,0,1,0,0,1,0,0,34.0,0.0,0.0,0.0,853.0,1
1,1,40.0,1,0,1,2,0,1,0,0,0,0,1,1,0,80.8,0.0,0.0,518.8,3651.55,0
0,0,21.0,0,0,1,0,1,1,0,1,1,1,0,1,0,55.95,0.0,10.0,0.0,1167.05,1
1,1,68.0,1,1,1,2,0,0,0,1,1,1,1,1,1,101.05,0.0,0.0,2354.16,9124.66,0
0,2,70.0,1,0,0,1,0,0,0,0,0,0,1,2,1,19.55,0.0,0.0,1113.0,2575.05,0
0,0,72.0,1,1,1,2,1,0,0,0,0,1,1,2,0,84.05,0.0,0.0,1162.8,7215.05,0
0,0,11.0,1,0,0,0,0,0,0,0,0,0,0,1,1,20.6,0.0,0.0,21.12,255.02,0
0,1,56.0,1,1,0,0,0,0,0,0,0,0,1,2,1,24.95,0.0,0.0,1627.36,3096.26,0
0,1,36.0,0,0,1,0,0,0,1,0,0,0,1,0,0,34.85,0.0,0.0,0.0,1267.2,0
1,1,37.0,1,1,1,1,1,1,1,1,1,1,1,1,0,90.6,8.96,0.0,1647.24,4996.93,0
0,1,39.0,0,0,1,1,1,1,0,1,1,1,1,0,0,55.9,0.0,0.0,0.0,2184.35,1
1,0,18.0,1,1,1,2,0,1,0,0,0,0,1,0,1,80.55,0.0,0.0,739.44,2146.09,0
1,0,19.0,1,1,1,2,1,1,0,0,0,0,1,0,0,84.75,49.38,0.0,216.98,1819.55,0
0,1,4.0,1,0,1,2,0,0,0,0,0,0,1,0,0,76.65,0.0,0.0,96.36,429.96,1
0,2,38.0,1,0,1,2,1,0,0,0,1,0,1,2,0,83.45,24.98,0.0,129.96,3252.13,0
1,1,10.0,1,0,0,0,0,0,0,0,0,0,0,1,1,19.7,0.0,0.0,462.3,659.84,0
1,0,56.0,1,1,1,2,1,0,0,1,1,1,1,1,0,100.55,0.0,0.0,2626.4,8141.35,0
0,1,30.0,1,1,1,1,0,1,0,1,0,0,1,1,1,68.95,0.0,0.0,679.2,2717.9,0
1,2,72.0,1,1,1,1,1,1,1,1,1,1,1,2,1,88.7,0.0,0.0,2061.36,8562.71,0
0,0,8.0,1,0,0,0,0,0,0,0,0,0,1,1,0,20.2,0.0,0.0,42.16,183.11,0
0,2,53.0,1,1,1,2,1,1,1,0,1,1,1,2,0,104.05,0.0,0.0,1503.08,7069.48,0
1,1,46.0,1,1,1,2,0,1,0,1,0,0,1,1,0,94.65,0.0,0.0,465.98,4778.48,0
0,1,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.7,0.0,0.0,46.32,159.07,0
0,0,8.0,1,0,1,2,0,1,0,1,1,1,1,0,0,94.2,0.0,0.0,310.64,1087.94,1
0,0,56.0,1,1,1,2,0,0,0,1,1,1,0,1,0,98.25,0.0,150.0,1072.96,6731.31,1
0,0,31.0,1,1,1,0,1,1,1,0,0,0,0,0,1,65.25,0.0,120.0,965.34,3079.64,1
1,2,13.0,1,0,1,1,0,0,0,1,0,0,1,0,0,59.9,0.0,0.0,648.7,1437.05,0
1,1,40.0,1,1,1,2,1,0,1,1,1,1,1,0,1,110.1,0.0,0.0,460.0,4929.1,0
0,2,59.0,1,1,1,2,1,1,1,0,0,0,0,1,0,94.05,0.0,30.0,1129.26,6643.16,0
0,1,50.0,1,0,1,2,0,1,1,1,1,1,1,1,1,103.05,0.0,0.0,2374.0,7527.5,0
0,1,2.0,0,0,1,1,0,0,0,0,0,0,1,0,1,24.4,0.0,0.0,0.0,36.55,1
0,1,46.0,1,1,1,1,1,1,0,1,1,1,1,2,2,79.2,0.0,0.0,2154.18,5747.98,0
0,1,18.0,1,1,1,1,1,0,0,0,1,1,1,0,0,64.8,0.0,0.0,764.1,1930.8,0
0,1,35.0,0,0,1,0,0,1,1,0,0,0,0,0,1,33.45,0.0,30.0,0.0,1205.85,0
1,1,1.0,1,0,1,0,1,0,0,0,0,0,1,0,1,50.6,0.0,0.0,11.86,62.46,1
1,0,4.0,1,1,1,2,0,0,1,0,0,1,1,0,1,80.8,0.0,0.0,169.32,501.77,1
1,0,5.0,1,1,1,2,0,1,0,0,0,0,1,0,0,85.3,0.0,0.0,182.6,606.75,1
0,2,69.0,1,1,1,0,1,1,1,0,0,0,0,2,1,64.15,0.0,40.0,2751.72,7045.82,0
1,1,17.0,1,0,1,2,0,0,0,1,0,0,1,0,0,80.85,0.0,0.0,282.37,1683.22,1
0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,20.2,0.0,0.0,43.52,63.72,1
1,2,24.0,1,1,1,2,1,0,0,0,0,0,1,0,0,78.85,0.0,0.0,49.2,1821.45,1
0,2,62.0,1,1,1,2,0,0,0,1,0,0,1,1,0,84.45,0.0,0.0,1210.24,6169.39,0
1,1,12.0,1,0,1,1,0,0,0,0,0,0,1,0,0,45.4,0.0,0.0,133.44,652.34,1
1,1,23.0,1,0,0,1,0,0,0,0,0,0,1,0,0,20.85,0.0,0.0,812.36,1286.26,0
0,1,45.0,0,0,1,1,1,0,0,1,1,1,1,0,0,50.9,0.0,0.0,0.0,2333.85,0
0,2,11.849840721948866,1,0,1,2,0,1,0,0,1,1,0,0,1,85.3,0.0,10.0,435.42,1226.82,0
1,1,4.0,1,0,1,2,0,0,0,1,0,0,1,0,0,80.35,0.0,0.0,129.72,437.12,1
1,1,24.0,1,0,1,2,0,1,1,0,0,0,1,0,0,85.95,0.0,0.0,228.72,2335.87,0
0,1,71.0,1,1,0,0,0,0,0,0,0,0,0,2,1,25.95,0.0,0.0,1754.41,3556.31,0
1,1,2.0,1,0,1,1,0,0,0,0,0,0,1,0,0,45.15,0.0,0.0,12.94,111.44,1
0,1,10.0,1,1,1,2,0,1,0,1,1,1,1,0,0,100.6,0.0,0.0,452.1,1512.3,1
0,0,67.0,1,0,1,1,1,0,1,0,0,0,1,1,1,60.5,0.0,0.0,2411.33,6281.33,0
0,1,7.0,1,0,1,1,1,1,0,1,0,0,1,1,0,69.45,0.0,0.0,132.37,609.42,0
0,1,13.0,1,1,1,1,1,1,0,1,1,1,0,0,0,78.75,0.0,50.0,499.2,1544.55,0
0,1,57.0,1,1,1,2,0,0,1,0,1,1,1,1,0,94.7,0.0,0.0,2219.58,7688.53,0
0,2,36.0,1,1,1,2,0,0,0,1,0,0,1,0,1,91.95,17.76,0.0,407.52,3690.81,0
0,2,66.0,1,1,1,1,1,1,1,1,1,1,1,2,1,90.05,0.0,0.0,876.48,6842.43,0
0,1,22.0,1,1,1,1,1,0,1,0,0,0,1,0,1,59.05,0.0,0.0,720.5,1974.0,0
0,1,17.0,1,1,1,0,1,1,0,1,0,0,1,0,0,94.4,0.0,0.0,438.43,2045.63,1
0,2,1.0,1,1,1,2,0,0,0,0,0,0,1,0,1,74.45,0.0,0.0,39.61,114.06,1
0,2,11.0,1,1,1,2,0,0,0,1,1,1,1,0,0,94.0,0.0,0.0,282.37,1361.27,1
0,0,2.0,1,0,1,2,0,0,0,0,0,1,1,0,0,73.55,0.0,0.0,17.0,162.4,1
1,1,4.0,1,0,1,2,0,1,0,0,0,0,1,0,0,74.8,0.0,0.0,29.04,350.94,1
0,1,69.0,1,0,0,0,0,0,0,0,0,0,1,2,0,19.75,0.0,0.0,363.63,1739.03,0
1,1,72.0,1,1,1,2,1,1,1,0,1,1,1,2,1,104.9,0.0,0.0,2319.84,10052.49,0
0,1,23.0,1,1,1,2,0,0,0,1,1,1,1,0,0,93.5,0.0,0.0,416.76,2758.31,0
1,1,40.0,1,1,1,1,0,1,0,1,1,1,1,0,0,74.55,0.0,0.0,554.4,3570.15,0
0,1,70.0,1,1,1,1,1,1,0,1,1,1,1,2,1,84.7,0.0,0.0,1185.1,7176.15,0
0,2,70.0,1,1,1,2,1,0,0,0,1,1,1,2,0,90.85,0.0,0.0,2695.0,9165.1,0
1,0,69.0,1,1,1,2,1,1,0,1,1,1,1,2,1,110.05,23.16,0.0,393.99,7801.58,0
0,1,6.0,1,0,1,2,0,0,0,1,1,1,1,0,0,89.5,0.0,0.0,287.52,860.82,1
1,1,72.0,1,1,1,0,1,1,1,1,1,1,1,2,0,92.0,0.0,0.0,3269.52,9902.27,0
0,1,67.0,1,1,1,1,0,1,1,1,1,1,1,2,0,86.15,0.0,0.0,214.4,6098.25,0
0,2,40.0,1,0,1,2,0,0,1,1,1,1,1,1,1,99.2,0.0,0.0,790.4,4852.6,1
0,0,19.0,1,1,0,0,0,0,0,0,0,0,0,2,0,24.9,0.0,0.0,600.02,1067.72,0
1,0,70.0,0,0,1,1,0,0,1,0,1,1,1,2,2,40.05,0.0,0.0,0.0,2799.75,0
0,0,21.0,1,0,1,1,1,0,1,1,0,0,0,2,1,71.05,16.91,140.0,364.35,2012.29,0
1,2,32.0,1,1,1,2,0,1,1,1,1,0,1,0,0,104.9,33.73,0.0,1392.32,4710.14,1
1,2,29.0,1,1,1,2,0,1,0,1,1,0,1,0,0,103.95,0.0,0.0,1431.44,4396.24,0
0,0,29.0,1,1,1,2,0,0,0,0,0,0,1,0,0,74.2,0.0,0.0,475.02,2468.27,0
0,0,25.0,1,0,1,2,0,0,1,1,1,1,0,0,0,95.15,0.0,80.0,745.25,3220.95,0
1,2,55.0,1,1,1,2,1,0,0,1,1,1,1,0,0,98.8,0.0,0.0,491.15,6108.9,1
0,1,55.0,1,1,1,2,0,1,0,1,1,1,1,0,1,103.65,0.0,0.0,1851.3,7527.95,0
0,1,2.0,1,1,1,2,0,0,0,1,1,1,1,0,0,94.2,0.0,0.0,85.78,279.58,1
1,1,62.0,1,1,1,2,0,1,0,1,1,1,1,1,0,96.75,0.0,0.0,1403.68,7529.08,1
1,1,19.0,1,0,0,1,0,0,0,0,0,0,1,0,0,20.0,0.0,0.0,457.9,835.45,0
0,2,7.0,1,0,0,0,0,0,0,0,0,0,1,0,1,20.65,0.0,0.0,35.07,194.02,0
1,0,29.0,1,0,1,2,0,1,0,0,0,0,1,0,1,75.3,0.0,0.0,97.15,2360.55,0
1,1,29.0,0,0,1,1,0,0,0,1,0,0,1,0,1,33.75,0.0,0.0,0.0,1009.25,0
1,1,12.0,1,0,1,2,1,1,0,0,0,0,1,0,0,81.7,0.0,0.0,220.56,1079.16,1
0,0,50.0,1,0,1,1,1,1,1,1,0,0,1,1,1,70.8,0.0,0.0,1876.0,5354.15,0
1,0,67.0,1,1,1,2,0,1,1,1,1,1,1,2,0,111.2,0.0,0.0,2744.32,10275.12,0
0,2,33.0,1,1,1,2,0,0,0,0,1,1,1,0,1,86.15,0.0,0.0,473.22,3218.92,1
0,1,37.0,1,0,1,0,1,0,0,1,1,1,1,1,0,75.1,0.0,0.0,41.44,2700.24,0
0,1,64.0,1,1,0,0,0,0,0,0,0,0,1,2,1,25.0,0.0,0.0,435.84,2020.64,0
1,0,1.0,1,0,1,2,0,0,0,1,1,1,1,0,0,89.9,0.0,0.0,32.85,122.75,1
1,2,8.0,1,1,1,2,0,0,0,0,0,0,1,0,0,74.85,0.0,0.0,92.64,665.09,0
1,1,9.896004494830267,1,0,1,1,0,0,0,0,0,0,0,0,2,44.95,0.0,10.0,25.92,466.92,1
0,1,48.0,0,0,1,1,0,1,0,0,0,0,1,1,2,34.7,0.0,0.0,0.0,1604.5,1
0,1,38.0,1,1,1,1,1,1,0,0,0,0,1,0,0,66.15,0.0,0.0,765.32,3287.72,0
0,1,32.0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,496.96,1098.51,0
0,1,10.0,1,1,1,2,0,1,0,0,1,1,1,0,0,94.85,0.0,0.0,432.6,1386.05,1
0,0,1.0,1,1,1,2,0,0,0,0,1,1,1,0,1,85.8,0.0,0.0,34.47,120.27,1
0,0,3.0,1,1,1,2,0,0,0,1,1,1,0,0,0,95.2,0.0,20.0,69.78,382.63,1
0,1,56.0,1,1,1,0,1,1,1,1,0,0,1,2,1,81.25,0.0,0.0,1450.4,6070.8,0
1,0,6.003202591868805,0,0,1,1,0,0,0,0,0,0,1,0,2,24.6,0.0,0.0,0.0,190.1,0
0,2,53.0,1,0,1,2,0,0,0,0,0,0,1,0,1,73.8,0.0,0.0,887.22,4891.07,0
0,1,63.0,1,0,1,1,0,1,0,0,1,1,1,1,1,58.55,0.0,0.0,1724.94,5228.44,0
1,2,35.0,1,1,1,1,1,0,0,0,0,0,1,2,1,55.25,0.0,0.0,713.65,2637.75,0
1,1,41.0,1,1,1,2,0,1,1,1,1,1,1,1,0,102.6,2.93,0.0,1846.23,6056.65,1
1,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.15,48.59,0.0,0.0,283.26,0
1,1,14.0,1,1,1,1,1,0,0,0,1,1,1,0,1,69.2,0.0,0.0,41.44,986.09,0
1,0,14.0,1,0,0,0,0,0,0,0,0,0,1,0,1,19.9,0.0,0.0,609.0,892.75,0
0,1,51.0,1,1,1,2,1,0,0,0,1,1,1,0,0,93.8,0.0,0.0,1388.73,5928.08,0
0,1,1.0,1,0,1,0,0,0,0,0,1,1,1,0,0,55.4,0.0,0.0,13.01,68.41,1
0,0,1.0,1,0,1,2,0,0,0,0,0,0,1,0,1,69.95,0.0,0.0,13.04,82.99,1
0,1,68.0,1,0,1,0,1,0,1,0,0,0,0,1,0,55.9,0.0,20.0,3045.72,6914.52,0
1,2,1.0,1,1,1,2,0,1,0,1,0,0,0,0,0,88.8,0.0,10.0,49.6,148.4,1
0,1,60.0,1,0,1,2,0,1,0,1,1,1,1,2,0,99.65,0.0,0.0,1008.6,6949.65,0
1,2,7.0,1,1,1,2,0,0,0,0,0,0,1,0,1,73.75,0.0,0.0,226.8,771.95,1
0,1,23.0,1,0,0,1,0,0,0,0,0,0,1,2,0,20.4,0.0,0.0,910.57,1389.32,0
1,1,72.0,1,1,1,0,1,1,1,1,0,0,1,2,0,82.3,0.0,0.0,3487.68,9302.83,0
1,0,5.0,1,1,1,2,0,0,0,0,0,0,1,0,0,75.9,0.0,0.0,234.4,592.15,1
0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.7,0.0,0.0,33.12,146.62,0
0,1,13.0,1,0,0,1,0,0,0,0,0,0,1,2,0,19.75,0.0,0.0,72.54,319.24,0
1,0,47.0,1,0,0,0,0,0,0,0,0,0,1,1,0,19.9,0.0,0.0,2030.4,2973.35,0
1,2,14.0,1,0,0,0,0,0,0,0,0,0,1,1,1,19.65,0.0,0.0,640.64,869.29,0
0,2,23.0,1,1,1,1,1,1,1,1,0,0,1,2,0,77.15,0.0,0.0,759.46,2518.86,0
0,1,72.0,1,1,1,1,1,1,1,1,1,1,0,2,0,92.0,0.0,110.0,3116.88,9701.28,0
0,1,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,43.95,0.0,0.0,34.48,78.43,1
0,1,66.0,1,1,1,2,1,1,1,0,1,1,1,0,0,103.1,0.0,0.0,2847.24,9442.24,0
1,1,53.0,1,1,0,0,0,0,0,0,0,0,1,2,1,25.55,37.37,0.0,1765.43,3064.16,0
0,0,11.0,1,1,1,2,1,0,0,0,0,0,1,0,0,79.0,0.0,0.0,110.66,1039.96,0
1,1,61.0,1,1,1,2,1,1,1,1,1,1,1,2,1,111.6,0.0,0.0,477.02,7353.07,1
1,2,1.0,0,0,1,1,0,0,0,0,1,1,1,0,0,35.45,0.0,0.0,0.0,35.45,1
1,1,67.0,1,1,1,0,0,1,0,0,0,0,1,1,0,87.4,0.0,0.0,1902.8,7821.6,1
1,2,18.0,1,1,1,2,0,0,0,0,0,0,1,0,1,74.15,0.0,0.0,78.84,1465.84,0
1,1,18.0,1,1,1,2,0,0,0,1,1,1,1,0,0,94.75,0.0,0.0,615.06,2306.96,0
0,1,12.0,1,0,1,2,0,0,0,0,1,1,1,0,0,78.1,0.0,0.0,510.6,1457.9,1
0,2,27.0,1,1,1,2,1,0,1,1,1,0,1,0,0,104.3,0.0,0.0,275.13,3142.88,1
0,1,61.0,1,1,1,2,1,1,0,0,1,1,0,1,1,100.7,0.0,90.0,1113.86,7222.51,0
0,0,65.0,1,1,1,2,0,1,1,1,1,1,1,2,0,107.65,0.0,0.0,1799.85,8882.7,0
0,0,41.0,1,0,0,1,0,0,0,0,0,0,1,2,2,20.0,0.0,0.0,413.69,1223.99,0
1,1,19.0,1,1,1,1,0,0,0,0,0,0,0,0,1,50.1,0.0,120.0,179.93,1210.38,0
0,1,2.0,1,0,1,1,0,0,0,0,0,0,0,0,1,49.05,0.0,40.0,29.4,160.5,1
1,2,2.0,1,1,1,2,0,0,0,1,0,0,0,0,1,86.85,0.0,40.0,8.38,204.73,1
0,0,4.0,1,0,0,1,0,0,0,0,0,0,1,0,0,19.95,0.0,0.0,114.2,197.1,0
1,1,25.0,1,0,1,1,1,0,1,0,0,0,1,0,0,54.3,0.0,0.0,949.25,2246.05,0
1,0,60.0,1,0,1,2,0,1,0,1,0,1,1,1,0,90.95,0.0,0.0,1995.0,7448.4,1
0,1,8.0,1,1,1,2,0,0,0,0,1,1,1,0,1,85.2,0.0,0.0,211.28,838.68,1
1,2,72.0,1,1,1,0,1,1,0,1,1,0,1,2,1,84.45,0.0,0.0,1203.84,7103.69,0
1,0,5.0,1,0,1,1,1,1,0,0,0,0,1,0,1,55.8,0.0,0.0,206.45,480.8,0
1,0,10.0,1,0,0,0,0,0,0,0,0,0,1,2,1,20.25,0.0,0.0,131.6,334.1,0
0,1,59.0,1,0,1,2,1,1,0,0,0,0,1,1,1,81.25,0.0,0.0,1746.4,6385.85,0
0,1,68.0,1,1,0,0,0,0,0,0,0,0,1,2,1,25.8,0.0,0.0,1164.16,3075.66,0
1,0,54.0,1,1,0,0,0,0,0,0,0,0,0,2,0,24.05,0.0,0.0,2245.32,3476.22,0
1,0,22.0,1,0,0,0,0,0,0,0,0,0,1,1,1,20.3,0.0,0.0,506.66,973.81,0
0,0,49.0,1,1,1,1,0,0,0,0,0,1,0,0,1,52.15,0.0,50.0,1392.58,4026.33,0
0,0,51.0,1,0,1,2,1,0,0,0,0,0,1,0,0,79.15,0.0,0.0,129.03,4147.58,0
0,1,19.0,1,1,0,0,0,0,0,0,0,0,1,2,1,25.6,0.0,0.0,730.17,1216.07,0
0,1,14.0,1,0,0,0,0,0,0,0,0,0,0,1,2,19.55,0.0,0.0,266.42,560.92,0
1,2,57.0,0,0,1,0,0,0,0,1,1,1,1,0,0,44.85,12.07,0.0,0.0,2560.88,1
1,0,72.0,1,1,1,2,1,0,1,0,1,1,1,2,1,97.75,0.0,0.0,1496.88,8488.48,0
0,1,63.0,1,1,1,2,1,1,0,1,0,0,1,2,1,98.0,0.0,0.0,1488.06,7706.51,0
0,1,4.0,1,1,1,0,0,0,1,1,0,0,1,0,1,64.4,0.0,0.0,4.4,257.4,0
1,1,17.0,1,0,1,1,1,0,0,0,1,1,1,1,1,64.8,0.0,0.0,770.95,1946.55,0
1,2,6.0,1,0,1,2,0,0,0,1,0,0,1,0,0,85.35,0.0,0.0,71.82,561.27,1
1,0,56.0,1,1,1,2,0,0,1,0,1,1,1,0,0,94.45,0.0,0.0,1422.96,6547.56,1
0,1,13.0,1,0,1,2,0,0,0,1,1,1,1,0,0,88.35,0.0,0.0,231.79,1454.59,1
0,1,6.0,1,0,1,1,0,0,1,0,0,0,1,0,0,49.15,0.0,0.0,41.64,312.44,1
1,1,71.0,1,1,1,2,0,1,0,0,1,1,0,0,0,93.25,0.0,90.0,1885.76,8645.21,0
1,0,10.0,1,0,0,1,0,0,0,0,0,0,1,1,0,19.6,0.0,0.0,393.5,582.95,0
0,2,72.0,1,1,1,1,1,1,1,1,1,1,1,2,1,88.05,0.0,0.0,1474.56,7900.21,0
0,0,69.0,1,1,0,0,0,0,0,0,0,0,1,2,1,24.95,0.0,0.0,3113.28,4831.63,0
1,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,20.1,0.0,0.0,16.81,36.91,1
1,1,47.0,1,0,1,2,1,1,0,0,1,1,1,0,0,90.05,0.0,0.0,1797.75,5934.95,0
1,0,60.0,1,0,0,0,0,0,0,0,0,0,1,2,0,20.5,0.0,0.0,1877.4,3076.2,0
0,1,2.0,1,1,1,2,0,0,0,1,1,1,1,0,0,96.0,0.0,0.0,96.68,271.48,1
1,1,53.0,0,0,1,1,1,0,0,0,1,1,1,0,0,46.3,0.0,0.0,0.0,2546.85,0
1,2,34.0,1,1,1,2,0,1,0,0,1,1,1,0,1,90.05,0.0,0.0,681.7,3778.7,0
1,1,60.0,1,0,1,1,1,1,1,0,0,0,1,1,0,65.85,0.0,0.0,2614.2,6542.5,0
0,2,55.0,1,1,1,2,0,1,0,1,1,0,1,1,0,-2.0,0.0,0.0,1628.0,7037.75,0
1,0,53.0,1,0,1,2,0,0,1,1,0,0,1,0,0,92.55,0.0,0.0,1289.49,6068.94,0
1,1,5.0,1,0,1,1,0,1,0,1,1,1,0,1,1,70.0,0.0,10.0,226.25,583.65,1
1,1,57.0,0,0,1,1,1,1,0,1,1,1,1,0,0,53.75,0.0,0.0,0.0,3196.0,0
